504,IC5102,20220308 14:00
504,TLK83002,20220308 14:00
504,TLK83002,20220308 16:00
392,EIP5302,20220309 8:00
336,EIP5302,20220309 10:00
448,EIC5202,20220309 10:00
392,EIC5202,20220309 12:00
504,IC5102,20220309 12:00
504,IC5102,20220309 14:00
448,TLK83002,20220309 14:00
560,TLK83002,20220309 16:00
336,EIP5302,20220310 8:00
448,EIP5302,20220310 10:00
448,EIC5202,20220310 10:00
336,EIC5202,20220310 12:00
336,IC5102,20220310 12:00
560,IC5102,20220310 14:00
392,TLK83002,20220310 14:00
336,TLK83002,20220310 16:00
448,EIP5302,20220311 8:00
336,EIP5302,20220311 10:00
448,EIC5202,20220311 10:00
560,EIC5202,20220311 12:00
336,IC5102,20220311 12:00
504,IC5102,20220311 14:00
504,TLK83002,20220311 14:00
448,TLK83002,20220311 16:00
448,EIP5302,20220312 8:00
336,EIP5302,20220312 10:00
336,EIC5202,20220312 10:00
392,EIC5202,20220312 12:00
336,IC5102,20220312 12:00
336,IC5102,20220312 14:00
448,TLK83002,20220312 14:00
392,TLK83002,20220312 16:00
504,EIP5302,20220313 8:00
448,EIP5302,20220313 10:00
392,EIC5202,20220313 10:00
448,EIC5202,20220313 12:00
560,IC5102,20220313 12:00
392,IC5102,20220313 14:00
392,TLK83002,20220313 14:00
560,TLK83002,20220313 16:00
504,EIP5302,20220314 8:00
560,EIP5302,20220314 10:00
392,EIC5202,20220314 10:00
560,EIC5202,20220314 12:00
336,IC5102,20220314 12:00
504,IC5102,20220314 14:00
504,TLK83002,20220314 14:00
504,TLK83002,20220314 16:00
392,EIP5302,20220315 8:00
504,EIP5302,20220315 10:00
560,EIC5202,20220315 10:00
504,EIC5202,20220315 12:00
336,IC5102,20220315 12:00
448,IC5102,20220315 14:00
392,TLK83002,20220315 14:00
392,TLK83002,20220315 16:00
560,EIP5302,20220316 8:00
560,EIP5302,20220316 10:00
560,EIC5202,20220316 10:00
560,EIC5202,20220316 12:00
560,IC5102,20220316 12:00
336,IC5102,20220316 14:00
448,TLK83002,20220316 14:00
448,TLK83002,20220316 16:00
560,EIP5302,20220317 8:00
392,EIP5302,20220317 10:00
336,EIC5202,20220317 10:00
504,EIC5202,20220317 12:00
392,IC5102,20220317 12:00
448,IC5102,20220317 14:00
336,TLK83002,20220317 14:00
392,TLK83002,20220317 16:00
504,EIP5302,20220318 8:00
448,EIP5302,20220318 10:00
392,EIC5202,20220318 10:00
448,EIC5202,20220318 12:00
392,IC5102,20220318 12:00
448,IC5102,20220318 14:00
392,TLK83002,20220318 14:00
392,TLK83002,20220318 16:00
560,EIP5303,20220301 8:00
336,EIP5303,20220301 10:00
448,EIC5203,20220301 10:00
336,EIC5203,20220301 12:00
560,IC5103,20220301 12:00
560,IC5103,20220301 14:00
560,TLK83003,20220301 14:00
448,TLK83003,20220301 16:00
392,EIP5303,20220302 8:00
336,EIP5303,20220302 10:00
448,EIC5203,20220302 10:00
336,EIC5203,20220302 12:00
504,IC5103,20220302 12:00
560,IC5103,20220302 14:00
336,TLK83003,20220302 14:00
504,TLK83003,20220302 16:00
336,EIP5303,20220303 8:00
560,EIP5303,20220303 10:00
504,EIC5203,20220303 10:00
560,EIC5203,20220303 12:00
504,IC5103,20220303 12:00
392,IC5103,20220303 14:00
392,TLK83003,20220303 14:00
336,TLK83003,20220303 16:00
336,EIP5303,20220304 8:00
336,EIP5303,20220304 10:00
504,EIC5203,20220304 10:00
336,EIC5203,20220304 12:00
392,IC5103,20220304 12:00
392,IC5103,20220304 14:00
336,TLK83003,20220304 14:00
336,TLK83003,20220304 16:00
392,EIP5303,20220305 8:00
504,EIP5303,20220305 10:00
336,EIC5203,20220305 10:00
448,EIC5203,20220305 12:00
392,IC5103,20220305 12:00
448,IC5103,20220305 14:00
336,TLK83003,20220305 14:00
504,TLK83003,20220305 16:00
504,EIP5303,20220306 8:00
392,EIP5303,20220306 10:00
392,EIC5203,20220306 10:00
392,EIC5203,20220306 12:00
504,IC5103,20220306 12:00
448,IC5103,20220306 14:00
448,TLK83003,20220306 14:00
336,TLK83003,20220306 16:00
560,EIP5303,20220307 8:00
392,EIP5303,20220307 10:00
336,EIC5203,20220307 10:00
336,EIC5203,20220307 12:00
448,IC5103,20220307 12:00
336,IC5103,20220307 14:00
336,TLK83003,20220307 14:00
504,TLK83003,20220307 16:00
336,EIP5303,20220308 8:00
392,EIP5303,20220308 10:00
560,EIC5203,20220308 10:00
336,EIC5203,20220308 12:00
448,IC5103,20220308 12:00
560,IC5103,20220308 14:00
336,TLK83003,20220308 14:00
336,TLK83003,20220308 16:00
392,EIP5303,20220309 8:00
504,EIP5303,20220309 10:00
336,EIC5203,20220309 10:00
392,EIC5203,20220309 12:00
392,IC5103,20220309 12:00
504,IC5103,20220309 14:00
504,TLK83003,20220309 14:00
448,TLK83003,20220309 16:00
336,EIP5303,20220310 8:00
448,EIP5303,20220310 10:00
392,EIC5203,20220310 10:00
504,EIC5203,20220310 12:00
448,IC5103,20220310 12:00
336,IC5103,20220310 14:00
448,TLK83003,20220310 14:00
392,TLK83003,20220310 16:00
504,EIP5303,20220311 8:00
336,EIP5303,20220311 10:00
392,EIC5203,20220311 10:00
504,EIC5203,20220311 12:00
392,IC5103,20220311 12:00
448,IC5103,20220311 14:00
392,TLK83003,20220311 14:00
560,TLK83003,20220311 16:00
336,EIP5303,20220312 8:00
392,EIP5303,20220312 10:00
336,EIC5203,20220312 10:00
560,EIC5203,20220312 12:00
560,IC5103,20220312 12:00
448,IC5103,20220312 14:00
392,TLK83003,20220312 14:00
392,TLK83003,20220312 16:00
560,EIP5303,20220313 8:00
504,EIP5303,20220313 10:00
560,EIC5203,20220313 10:00
560,EIC5203,20220313 12:00
392,IC5103,20220313 12:00
504,IC5103,20220313 14:00
336,TLK83003,20220313 14:00
448,TLK83003,20220313 16:00
504,EIP5303,20220314 8:00
560,EIP5303,20220314 10:00
504,EIC5203,20220314 10:00
336,EIC5203,20220314 12:00
448,IC5103,20220314 12:00
336,IC5103,20220314 14:00
392,TLK83003,20220314 14:00
336,TLK83003,20220314 16:00
560,EIP5303,20220315 8:00
392,EIP5303,20220315 10:00
560,EIC5203,20220315 10:00
560,EIC5203,20220315 12:00
336,IC5103,20220315 12:00
336,IC5103,20220315 14:00
336,TLK83003,20220315 14:00
448,TLK83003,20220315 16:00
392,EIP5303,20220316 8:00
448,EIP5303,20220316 10:00
504,EIC5203,20220316 10:00
336,EIC5203,20220316 12:00
560,IC5103,20220316 12:00
504,IC5103,20220316 14:00
392,TLK83003,20220316 14:00
336,TLK83003,20220316 16:00
336,EIP5303,20220317 8:00
392,EIP5303,20220317 10:00
336,EIC5203,20220317 10:00
392,EIC5203,20220317 12:00
392,IC5103,20220317 12:00
504,IC5103,20220317 14:00
448,TLK83003,20220317 14:00
448,TLK83003,20220317 16:00
336,EIP5303,20220318 8:00
448,EIP5303,20220318 10:00
560,EIC5203,20220318 10:00
560,EIC5203,20220318 12:00
504,IC5103,20220318 12:00
560,IC5103,20220318 14:00
504,TLK83003,20220318 14:00
392,TLK83003,20220318 16:00
336,EIP5304,20220301 8:00
392,EIP5304,20220301 10:00
392,EIC5204,20220301 10:00
336,EIC5204,20220301 12:00
336,IC5104,20220301 12:00
448,IC5104,20220301 14:00
336,TLK83004,20220301 14:00
392,TLK83004,20220301 16:00
504,EIP5304,20220302 8:00
392,EIP5304,20220302 10:00
448,EIC5204,20220302 10:00
504,EIC5204,20220302 12:00
560,IC5104,20220302 12:00
560,IC5104,20220302 14:00
448,TLK83004,20220302 14:00
392,TLK83004,20220302 16:00
448,EIP5304,20220303 8:00
392,EIP5304,20220303 10:00
504,EIC5204,20220303 10:00
504,EIC5204,20220303 12:00
336,IC5104,20220303 12:00
504,IC5104,20220303 14:00
336,TLK83004,20220303 14:00
392,TLK83004,20220303 16:00
336,EIP5304,20220304 8:00
504,EIP5304,20220304 10:00
448,EIC5204,20220304 10:00
336,EIC5204,20220304 12:00
392,IC5104,20220304 12:00
504,IC5104,20220304 14:00
392,TLK83004,20220304 14:00
504,TLK83004,20220304 16:00
336,EIP5304,20220305 8:00
504,EIP5304,20220305 10:00
504,EIC5204,20220305 10:00
504,EIC5204,20220305 12:00
336,IC5104,20220305 12:00
336,IC5104,20220305 14:00
560,TLK83004,20220305 14:00
392,TLK83004,20220305 16:00
448,EIP5304,20220306 8:00
336,EIP5304,20220306 10:00
392,EIC5204,20220306 10:00
336,EIC5204,20220306 12:00
560,IC5104,20220306 12:00
560,IC5104,20220306 14:00
504,TLK83004,20220306 14:00
336,TLK83004,20220306 16:00
560,EIP5304,20220307 8:00
560,EIP5304,20220307 10:00
392,EIC5204,20220307 10:00
392,EIC5204,20220307 12:00
448,IC5104,20220307 12:00
392,IC5104,20220307 14:00
448,TLK83004,20220307 14:00
560,TLK83004,20220307 16:00
336,EIP5304,20220308 8:00
336,EIP5304,20220308 10:00
392,EIC5204,20220308 10:00
560,EIC5204,20220308 12:00
392,IC5104,20220308 12:00
560,IC5104,20220308 14:00
336,TLK83004,20220308 14:00
392,TLK83004,20220308 16:00
560,EIP5304,20220309 8:00
448,EIP5304,20220309 10:00
504,EIC5204,20220309 10:00
448,EIC5204,20220309 12:00
560,IC5104,20220309 12:00
560,IC5104,20220309 14:00
336,TLK83004,20220309 14:00
336,TLK83004,20220309 16:00
336,EIP5304,20220310 8:00
504,EIP5304,20220310 10:00
392,EIC5204,20220310 10:00
392,EIC5204,20220310 12:00
560,IC5104,20220310 12:00
448,IC5104,20220310 14:00
336,TLK83004,20220310 14:00
392,TLK83004,20220310 16:00
336,EIP5304,20220311 8:00
560,EIP5304,20220311 10:00
504,EIC5204,20220311 10:00
560,EIC5204,20220311 12:00
392,IC5104,20220311 12:00
448,IC5104,20220311 14:00
560,TLK83004,20220311 14:00
560,TLK83004,20220311 16:00
392,EIP5304,20220312 8:00
336,EIP5304,20220312 10:00
448,EIC5204,20220312 10:00
336,EIC5204,20220312 12:00
448,IC5104,20220312 12:00
392,IC5104,20220312 14:00
336,TLK83004,20220312 14:00
560,TLK83004,20220312 16:00
392,EIP5304,20220313 8:00
504,EIP5304,20220313 10:00
392,EIC5204,20220313 10:00
560,EIC5204,20220313 12:00
560,IC5104,20220313 12:00
560,IC5104,20220313 14:00
560,TLK83004,20220313 14:00
560,TLK83004,20220313 16:00
392,EIP5304,20220314 8:00
448,EIP5304,20220314 10:00
392,EIC5204,20220314 10:00
560,EIC5204,20220314 12:00
392,IC5104,20220314 12:00
504,IC5104,20220314 14:00
504,TLK83004,20220314 14:00
560,TLK83004,20220314 16:00
560,EIP5304,20220315 8:00
560,EIP5304,20220315 10:00
504,EIC5204,20220315 10:00
560,EIC5204,20220315 12:00
392,IC5104,20220315 12:00
504,IC5104,20220315 14:00
392,TLK83004,20220315 14:00
448,TLK83004,20220315 16:00
448,EIP5304,20220316 8:00
392,EIP5304,20220316 10:00
448,EIC5204,20220316 10:00
448,EIC5204,20220316 12:00
392,IC5104,20220316 12:00
336,IC5104,20220316 14:00
504,TLK83004,20220316 14:00
336,TLK83004,20220316 16:00
448,EIP5304,20220317 8:00
448,EIP5304,20220317 10:00
560,EIC5204,20220317 10:00
504,EIC5204,20220317 12:00
392,IC5104,20220317 12:00
336,IC5104,20220317 14:00
392,TLK83004,20220317 14:00
392,TLK83004,20220317 16:00
392,EIP5304,20220318 8:00
560,EIP5304,20220318 10:00
392,EIC5204,20220318 10:00
336,EIC5204,20220318 12:00
504,IC5104,20220318 12:00
560,IC5104,20220318 14:00
392,TLK83004,20220318 14:00
504,TLK83004,20220318 16:00
448,EIP5305,20220301 8:00
560,EIP5305,20220301 10:00
392,EIC5205,20220301 10:00
504,EIC5205,20220301 12:00
392,IC5105,20220301 12:00
448,IC5105,20220301 14:00
392,TLK83005,20220301 14:00
336,TLK83005,20220301 16:00
504,EIP5305,20220302 8:00
448,EIP5305,20220302 10:00
560,EIC5205,20220302 10:00
560,EIC5205,20220302 12:00
504,IC5105,20220302 12:00
560,IC5105,20220302 14:00
560,TLK83005,20220302 14:00
336,TLK83005,20220302 16:00
560,EIP5305,20220303 8:00
504,EIP5305,20220303 10:00
504,EIC5205,20220303 10:00
560,EIC5205,20220303 12:00
336,IC5105,20220303 12:00
448,IC5105,20220303 14:00
504,TLK83005,20220303 14:00
336,TLK83005,20220303 16:00
504,EIP5305,20220304 8:00
560,EIP5305,20220304 10:00
560,EIC5205,20220304 10:00
504,EIC5205,20220304 12:00
560,IC5105,20220304 12:00
336,IC5105,20220304 14:00
336,TLK83005,20220304 14:00
560,TLK83005,20220304 16:00
504,EIP5305,20220305 8:00
336,EIP5305,20220305 10:00
560,EIC5205,20220305 10:00
392,EIC5205,20220305 12:00
336,IC5105,20220305 12:00
448,IC5105,20220305 14:00
504,TLK83005,20220305 14:00
392,TLK83005,20220305 16:00
336,EIP5305,20220306 8:00
448,EIP5305,20220306 10:00
448,EIC5205,20220306 10:00
336,EIC5205,20220306 12:00
504,IC5105,20220306 12:00
336,IC5105,20220306 14:00
392,TLK83005,20220306 14:00
504,TLK83005,20220306 16:00
448,EIP5305,20220307 8:00
560,EIP5305,20220307 10:00
504,EIC5205,20220307 10:00
336,EIC5205,20220307 12:00
336,IC5105,20220307 12:00
504,IC5105,20220307 14:00
560,TLK83005,20220307 14:00
336,TLK83005,20220307 16:00
392,EIP5305,20220308 8:00
392,EIP5305,20220308 10:00
392,EIC5205,20220308 10:00
448,EIC5205,20220308 12:00
336,IC5105,20220308 12:00
504,IC5105,20220308 14:00
448,TLK83005,20220308 14:00
504,TLK83005,20220308 16:00
392,EIP5305,20220309 8:00
504,EIP5305,20220309 10:00
504,EIC5205,20220309 10:00
336,EIC5205,20220309 12:00
392,IC5105,20220309 12:00
560,IC5105,20220309 14:00
392,TLK83005,20220309 14:00
504,TLK83005,20220309 16:00
448,EIP5305,20220310 8:00
560,EIP5305,20220310 10:00
504,EIC5205,20220310 10:00
392,EIC5205,20220310 12:00
448,IC5105,20220310 12:00
336,IC5105,20220310 14:00
504,TLK83005,20220310 14:00
560,TLK83005,20220310 16:00
560,EIP5305,20220311 8:00
560,EIP5305,20220311 10:00
336,EIC5205,20220311 10:00
504,EIC5205,20220311 12:00
448,IC5105,20220311 12:00
336,IC5105,20220311 14:00
392,TLK83005,20220311 14:00
504,TLK83005,20220311 16:00
336,EIP5305,20220312 8:00
448,EIP5305,20220312 10:00
560,EIC5205,20220312 10:00
504,EIC5205,20220312 12:00
336,IC5105,20220312 12:00
504,IC5105,20220312 14:00
504,TLK83005,20220312 14:00
504,TLK83005,20220312 16:00
560,EIP5305,20220313 8:00
504,EIP5305,20220313 10:00
560,EIC5205,20220313 10:00
560,EIC5205,20220313 12:00
560,IC5105,20220313 12:00
392,IC5105,20220313 14:00
336,TLK83005,20220313 14:00
560,TLK83005,20220313 16:00
392,EIP5305,20220314 8:00
560,EIP5305,20220314 10:00
504,EIC5205,20220314 10:00
560,EIC5205,20220314 12:00
392,IC5105,20220314 12:00
504,IC5105,20220314 14:00
336,TLK83005,20220314 14:00
336,TLK83005,20220314 16:00
504,EIP5305,20220315 8:00
560,EIP5305,20220315 10:00
336,EIC5205,20220315 10:00
392,EIC5205,20220315 12:00
336,IC5105,20220315 12:00
560,IC5105,20220315 14:00
448,TLK83005,20220315 14:00
504,TLK83005,20220315 16:00
336,EIP5305,20220316 8:00
448,EIP5305,20220316 10:00
560,EIC5205,20220316 10:00
336,EIC5205,20220316 12:00
392,IC5105,20220316 12:00
336,IC5105,20220316 14:00
504,TLK83005,20220316 14:00
560,TLK83005,20220316 16:00
504,EIP5305,20220317 8:00
560,EIP5305,20220317 10:00
448,EIC5205,20220317 10:00
392,EIC5205,20220317 12:00
392,IC5105,20220317 12:00
448,IC5105,20220317 14:00
560,TLK83005,20220317 14:00
336,TLK83005,20220317 16:00
448,EIP5305,20220318 8:00
392,EIP5305,20220318 10:00
336,EIC5205,20220318 10:00
392,EIC5205,20220318 12:00
560,IC5105,20220318 12:00
448,IC5105,20220318 14:00
504,TLK83005,20220318 14:00
560,TLK83005,20220318 16:00
336,EIP5306,20220301 8:00
448,EIP5306,20220301 10:00
504,EIC5206,20220301 10:00
392,EIC5206,20220301 12:00
504,IC5106,20220301 12:00
392,IC5106,20220301 14:00
392,TLK83006,20220301 14:00
336,TLK83006,20220301 16:00
448,EIP5306,20220302 8:00
504,EIP5306,20220302 10:00
448,EIC5206,20220302 10:00
560,EIC5206,20220302 12:00
504,IC5106,20220302 12:00
448,IC5106,20220302 14:00
336,TLK83006,20220302 14:00
448,TLK83006,20220302 16:00
560,EIP5306,20220303 8:00
392,EIP5306,20220303 10:00
448,EIC5206,20220303 10:00
560,EIC5206,20220303 12:00
448,IC5106,20220303 12:00
448,IC5106,20220303 14:00
560,TLK83006,20220303 14:00
448,TLK83006,20220303 16:00
448,EIP5306,20220304 8:00
560,EIP5306,20220304 10:00
392,EIC5206,20220304 10:00
336,EIC5206,20220304 12:00
504,IC5106,20220304 12:00
392,IC5106,20220304 14:00
504,TLK83006,20220304 14:00
392,TLK83006,20220304 16:00
504,EIP5306,20220305 8:00
392,EIP5306,20220305 10:00
504,EIC5206,20220305 10:00
560,EIC5206,20220305 12:00
560,IC5106,20220305 12:00
392,IC5106,20220305 14:00
336,TLK83006,20220305 14:00
560,TLK83006,20220305 16:00
448,EIP5306,20220306 8:00
560,EIP5306,20220306 10:00
336,EIC5206,20220306 10:00
504,EIC5206,20220306 12:00
560,IC5106,20220306 12:00
392,IC5106,20220306 14:00
560,TLK83006,20220306 14:00
504,TLK83006,20220306 16:00
392,EIP5306,20220307 8:00
504,EIP5306,20220307 10:00
448,EIC5206,20220307 10:00
504,EIC5206,20220307 12:00
560,IC5106,20220307 12:00
560,IC5106,20220307 14:00
448,TLK83006,20220307 14:00
448,TLK83006,20220307 16:00
504,EIP5306,20220308 8:00
504,EIP5306,20220308 10:00
504,EIC5206,20220308 10:00
392,EIC5206,20220308 12:00
560,IC5106,20220308 12:00
336,IC5106,20220308 14:00
392,TLK83006,20220308 14:00
448,TLK83006,20220308 16:00
504,EIP5306,20220309 8:00
504,EIP5306,20220309 10:00
336,EIC5206,20220309 10:00
448,EIC5206,20220309 12:00
560,IC5106,20220309 12:00
392,IC5106,20220309 14:00
448,TLK83006,20220309 14:00
504,TLK83006,20220309 16:00
392,EIP5306,20220310 8:00
560,EIP5306,20220310 10:00
560,EIC5206,20220310 10:00
336,EIC5206,20220310 12:00
392,IC5106,20220310 12:00
504,IC5106,20220310 14:00
448,TLK83006,20220310 14:00
560,TLK83006,20220310 16:00
336,EIP5306,20220311 8:00
392,EIP5306,20220311 10:00
560,EIC5206,20220311 10:00
448,EIC5206,20220311 12:00
448,IC5106,20220311 12:00
504,IC5106,20220311 14:00
560,TLK83006,20220311 14:00
560,TLK83006,20220311 16:00
504,EIP5306,20220312 8:00
448,EIP5306,20220312 10:00
504,EIC5206,20220312 10:00
560,EIC5206,20220312 12:00
448,IC5106,20220312 12:00
448,IC5106,20220312 14:00
336,TLK83006,20220312 14:00
560,TLK83006,20220312 16:00
560,EIP5306,20220313 8:00
560,EIP5306,20220313 10:00
560,EIC5206,20220313 10:00
392,EIC5206,20220313 12:00
448,IC5106,20220313 12:00
392,IC5106,20220313 14:00
336,TLK83006,20220313 14:00
504,TLK83006,20220313 16:00
560,EIP5306,20220314 8:00
504,EIP5306,20220314 10:00
392,EIC5206,20220314 10:00
560,EIC5206,20220314 12:00
560,IC5106,20220314 12:00
504,IC5106,20220314 14:00
560,TLK83006,20220314 14:00
336,TLK83006,20220314 16:00
336,EIP5306,20220315 8:00
560,EIP5306,20220315 10:00
336,EIC5206,20220315 10:00
392,EIC5206,20220315 12:00
504,IC5106,20220315 12:00
504,IC5106,20220315 14:00
560,TLK83006,20220315 14:00
448,TLK83006,20220315 16:00
336,EIP5306,20220316 8:00
336,EIP5306,20220316 10:00
504,EIC5206,20220316 10:00
392,EIC5206,20220316 12:00
504,IC5106,20220316 12:00
448,IC5106,20220316 14:00
392,TLK83006,20220316 14:00
392,TLK83006,20220316 16:00
560,EIP5306,20220317 8:00
336,EIP5306,20220317 10:00
392,EIC5206,20220317 10:00
448,EIC5206,20220317 12:00
448,IC5106,20220317 12:00
560,IC5106,20220317 14:00
392,TLK83006,20220317 14:00
392,TLK83006,20220317 16:00
392,EIP5306,20220318 8:00
560,EIP5306,20220318 10:00
560,EIC5206,20220318 10:00
336,EIC5206,20220318 12:00
560,IC5106,20220318 12:00
504,IC5106,20220318 14:00
336,TLK83006,20220318 14:00
392,TLK83006,20220318 16:00
560,EIP5307,20220301 8:00
504,EIP5307,20220301 10:00
448,EIC5207,20220301 10:00
504,EIC5207,20220301 12:00
392,IC5107,20220301 12:00
392,IC5107,20220301 14:00
504,TLK83007,20220301 14:00
504,TLK83007,20220301 16:00
560,EIP5307,20220302 8:00
448,EIP5307,20220302 10:00
504,EIC5207,20220302 10:00
336,EIC5207,20220302 12:00
448,IC5107,20220302 12:00
560,IC5107,20220302 14:00
448,TLK83007,20220302 14:00
392,TLK83007,20220302 16:00
392,EIP5307,20220303 8:00
560,EIP5307,20220303 10:00
392,EIC5207,20220303 10:00
448,EIC5207,20220303 12:00
448,IC5107,20220303 12:00
336,IC5107,20220303 14:00
560,TLK83007,20220303 14:00
336,TLK83007,20220303 16:00
